CASRN,Canonical_QSARr,very_toxic
299-45-6,Cc1cc(=O)oc2cc(ccc12)OP(=S)(OCC)OCC,True
2310-17-0,CCOP(=S)(OCC)SCN1C(=O)OC2C=C(Cl)C=CC1=2,False
90220-14-7,CP(=O)(OCCC)SCCC,True
38260-01-4,NCCNCCNCCN,False
2893-78-9,O=C1N(Cl)C(=O)NC(=O)N1Cl,False
71868-10-5,CSC1C=CC(=CC=1)C(=O)C(C)(C)N1CCOCC1,False
4935-28-8,CCOP(=S)(Oc1cc2ccccc2oc1=O)OCC,True
84529-59-9,CN(C1C(=CC(=CC=1C(F)(F)F)[N+]([O-])=O)[N+]([O-])=O)C1C=CC(Cl)=CC=1Br,True
7414-83-7,CC(O)(P(O)(O)=O)P(O)(O)=O,False
59130-69-7,CCC(CCCC)C(=O)OCCCCCCCCCCCCCCCC,False
39562-70-4,COC(=O)C1C(C(C(=O)OCC)=C(C)NC=1C)C1C=C(C=CC=1)[N+]([O-])=O,False
91-10-1,COC1=CC=CC(OC)=C1O,False
298-03-3,CCSCCOP(=S)(OCC)OCC,True
135-88-6,C1=C(C=CC2C=CC=CC=21)NC1C=CC=CC=1,False
756-91-2,CC(CC(O)(C(F)(F)F)C(F)(F)F)=CC(O)(C(F)(F)F)C(F)(F)F,True
629-40-3,N#CCCCCCCC#N,False
480-54-6,CC1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C32,True
77181-69-2,OCC1OC(C(O)C1O)N1C=C(C=CBr)C(=O)NC1=O,False
4570-41-6,NC1=NC2C=CC=CC=2O1,False
68439-49-6,CCCCCCCCCCCCCCCCCOCC,False
69784-43-6,CN(SN(CCCC)CCCC)C(=O)ON=CC(C)(C)SC,True
21564-17-0,N#CSCSC1=NC2C=CC=CC=2S1,False
89427-01-0,FC(F)(F)C1NC2C=C(Cl)C=C(I)C=2N=1,True
50454-68-7,CC1C=C(Cl)C=CC=1CN1N=C(C(O)=O)C2C=CC=CC1=2,False
93-04-9,COC1C=C2C=CC=CC2=CC=1,False
376608-71-8,NC1CC1C1C=CC(F)=C(F)C=1,True
132-17-2,CN1C2CC(CC1CC2)OC(C1C=CC=CC=1)C1C=CC=CC=1,False
2260-08-4,CC(=O)OC1C=CC(=CC=1I)OC1C(I)=CC(=CC=1I)C(O)=O,False
22439-40-3,CC1C=C(OP(=S)(OCC)OCC)C2C=CC=CC=2N=1,True
640-15-3,CCSCCSP(=S)(OC)OC,True
629-17-4,N#CSCCSC#N,True
58652-20-3,CC12CCC3C(C=C(C)C4=CC(=O)CCC43)C1CCC2(OC(C)=O)C(C)=O,False
50539-76-9,CN(SC1C(Cl)=C(Cl)C(Cl)=C(Cl)C=1Cl)C(=O)OC1C=CC=C2CC(C)(C)OC=12,True
89426-98-2,FC1C=C(Br)C2N=C(NC=2C=1)C(F)(F)F,True
103-60-6,CC(C)C(=O)OCCOC1C=CC=CC=1,False
25900-68-9,CN(C)C(=O)ON=C(C#N)C1C=CC=CC=1,True
1474-80-2,CN(C)P(=O)(OP(=O)(OCC)OCC)N(C)C,True
1120-21-4,CCCCCCCCCCC,False
10265-93-7,CCOP(N)(=O)SC,True
1406-66-2,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(O1)C(C)=CC(O)=C2C,False
3770-97-6,C=S(=C)(Cl)C1C=CC=C2C(=O)C(C=CC=12)=[N+]=N,False
106358-90-1,CNC(=O)ON=C1SCCOC1C,True
35037-73-1,O=C=NC1C=CC(=CC=1)OC(F)(F)F,False
1889-67-4,CC(C)(C1C=CC=CC=1)C(C)(C)C1C=CC=CC=1,False
541-53-7,NC(=S)NC(N)=S,True
311-44-4,[O-][N+](=O)C1C=CC(=CC=1)OP(=O)(OCCCl)OCCCl,True
27013-89-4,CC(C)CCCCCC1C=CC(O)=CC=1,False
3734-95-0,CC(C)(C#N)NC(=O)CSP(=O)(OCC)OCC,True
89427-00-9,FC(F)(F)C1NC2=CC(I)=CC(Cl)=C2N=1,True
39624-86-7,CCOP(=S)(OC1C=NC(F)=CC=1)OCC,True
113-52-0,CN(C)CCCN1C2C=CC=CC=2CCC2C=CC=CC1=2,False
2595-54-2,CN(C(=O)CSP(=S)(OCC)OCC)C(=O)OCC,True
113614-08-7,CCC(OC1C=C(C(F)=CC=1)C(F)(F)F)/C(/O)=N/CC1C=CC=CC=1,False
46948-72-5,CN(CCCCCC(O)=O)S(=O)(=O)C1C=CC=CC=1,False
33399-00-7,CCOP(=O)(OC(=CBr)C1=CC=C(Cl)C=C1Cl)OCC,True
18069-17-5,CC(CCC(O)=O)C(O)=O,False
7417-67-6,CC(=O)N(C)N=O,True
110-96-3,CC(C)CNCC(C)C,False
18527-35-0,ClC1=CC(=CC=C1)SCC1=NNN=N1,False
21410-51-5,COP(=S)(OC1=CC(Cl)=C(C=C1)S(=O)(=O)N(CC)CC)OC,True
54266-55-6,CN=C(O)ON=C1COCCS1,True
297-97-2,CCOP(=S)(OC1C=NC=CN=1)OCC,True
1563-67-3,C/N=C(\O)/OC1=CC=CC2CC(C)OC1=2,True
58066-85-6,CCCCCCCCCCCCCCCCOP(O)(=O)OCC[N+](C)(C)C,False
23395-20-2,CC(=C)C(=O)OC[Si]12OCCN(CCO1)CCO2,False
124-03-8,CCCCCCCCCCCCCCCC[N+](C)(C)CC,False
75096-86-5,CN(C(=O)OC1C=CC=C2CC(C)(C)OC2=1)C(=O)C[N+](C)(C)C,True
63716-53-0,CCOP(=S)(OCC)SC1(Cl)OCCCC1(Cl)Cl,True
14974-71-1,C(SCC1CO1)C1CO1,True
3209-22-1,[O-][N+](=O)C1=CC=CC(Cl)=C1Cl,False
3425-46-5,N#C[Se-],True
61361-61-3,COC1=CC=C(C=C1CNCCO)[N+]([O-])=O,True
23422-53-9,CNC(=O)OC1C=C(C=CC=1)N=CN(C)C,True
107-44-8,CC(C)OP(C)(=O)F,True
1740-11-0,CN1C(=O)C2C(C3C(C2C=C3C(O)(C2C=CC=CN=2)C2C=CC=CC=2)=C(C2C=CC=CN=2)C2C=CC=CC=2)C1=O,True
101827-46-7,CN(CC1=CC=CC2C=CC=CC1=2)CC1C=CC(=CC=1)C(C)(C)C,False
2255-17-6,CC1C=C(C=CC=1[N+]([O-])=O)OP(=O)(OC)OC,True
2338-29-6,FC(F)(F)C1NC2C(N=1)=C(Cl)C(Cl)=C(Cl)C=2Cl,True
558-25-8,CS(=O)(=O)F,True
98565-18-5,CN(C(=O)CNCP(O)(O)=O)S(C)(=O)=O,True
80-07-9,O=S(=O)(C1C=CC(Cl)=CC=1)C1C=CC(Cl)=CC=1,False
50673-11-5,CN(SC1C=C(Cl)C=CC=1Cl)C(=O)OC1C=CC=C2CC(C)(C)OC=12,True
117774-38-6,CNC(CC(N)=O)C(=O)NC(=O)C(NC1C2SC(C)(C)C(C(O)=O)N2C1=O)C1C=CC(O)=CC=1,False
542-58-5,CC(=O)OCCCl,True
95-06-7,CCN(CC)C(=S)SCC(=C)Cl,False
328-04-1,CCP(=S)(OC(C)C)OC1=CC=C(C=C1Cl)[N+]([O-])=O,True
57117-31-4,ClC1=C(Cl)C2OC3C=C(Cl)C(Cl)=CC=3C=2C=C1Cl,True
78327-32-9,CN1CC(O)N(C1=O)C1C=C(ON=1)C(C)(C)C,False
897-83-6,CCOP(=O)(Oc1cc2oc(=O)ccc2cc1)OCC,True
28861-00-9,CC(CC1C=C(OC)C(=CC=1)OC)(NC(N)=O)C(O)=O,False
335153-21-4,CCCCC(OC1=CC=C(C=C1C=O)[N+]([O-])=O)C(O)=O,False
115-90-2,CS(=O)C1C=CC(=CC=1)OP(=S)(OCC)OCC,True
6362-80-7,CC(C)(CC(=C)C1C=CC=CC=1)C1C=CC=CC=1,False
154619-58-6,CN1CCN(CCCCCCCCNC(=O)OC2C=C3C(=CC=2)N(C)C2N(C)CCC32C)CC1,True
60-57-1,ClC1(Cl)C2(Cl)C3C4CC(C5OC54)C3C1(Cl)C(Cl)=C2Cl,True
61361-58-8,COC1=CC=C(C=C1CNCCBr)[N+]([O-])=O,True
471-25-0,C#CC(O)=O,False
78467-30-8,CN1C(=O)CCC2C(=CC=CC1=2)OCCCN1CCC(CC2C=CC=CC=2)CC1,False
23205-23-4,NC1=CC(OCC2C=CC=CC=2)=C(C=C1Cl)C(=O)NCCN1CCOCC1,True
973-21-7,CC(C)OC(=O)OC1C(=CC(=CC=1[N+]([O-])=O)[N+]([O-])=O)C(C)CC,False
66637-35-2,CN1C(C)C(=NOC(=O)N(C)SC(Cl)(Cl)Cl)SCC1=O,True
64037-13-4,NC1=NC2C=C(I)C=CC=2O1,False
3568-56-7,CC1=CC(=CC=C1SC)OP(=O)(NC)OCC,True
437-38-7,CCC(=O)N(C1CCN(CCC2C=CC=CC=2)CC1)C1C=CC=CC=1,True
50802-69-2,CN(SC1C=CC(F)=CC=1)C(=O)OC1C=CC=C2CC(C)(C)OC=12,True
622-08-2,OCCOCC1C=CC=CC=1,False
135-20-6,ON(N=O)C1C=CC=CC=1,False
60763-41-9,CCCCCC(=CC1C=CC=CC=1)C(OCC)OCC,False
17737-65-4,CC1C(Cl)=CC=CC=1NC1N=CC=CC=1C(O)=O,False
82875-37-4,CC1N=C(SC=1C(=O)NCCC)C1=CC(OC)=C(OC)C(=C1)OC,False
32861-85-1,COC1=CC(=CC=C1[N+]([O-])=O)OC1=CC=C(Cl)C=C1Cl,False
134701-20-5,CCCCCCCCCCCCCCC(C)C1=CC(C)=CC(C)=C1O,False
1020-35-5,CC1C=CC(=CC=1C(C)CC)OC(=O)NC,True
105770-83-0,C=CCSC1NC2C=C(CC3C=CC=CC=3)C=CC=2N=1,False
103-85-5,NC(=S)NC1C=CC=CC=1,True
5823-25-6,CCOC(=O)COP(=S)(OCC)OCC,False
58011-68-0,CC1C=CC(=CC=1)S(=O)(=O)OC1=C(C(=O)C2=CC=C(Cl)C=C2Cl)C(C)=NN1C,False
58327-09-6,CC1CC(CC(C)(C)C1)OC(=O)COC1C=CC(F)=CC=1,False
66357-35-5,CNC(=C[N+]([O-])=O)NCCSCC1=CC=C(CN(C)C)O1,False
32568-89-1,CC(CN1C(=O)N(CC2CO2)C(C)(C)C1=O)OCC1CO1,False
2866-82-2,O=C(NC1C=CC(Cl)=CC=1)C1C=CC=CC=1,False
4957-16-8,CC1C=C(C)C(C)=CC=1CC1C=C(C)C(C)=CC=1C,False
315-18-4,CC1C=C(C=C(C)C=1N(C)C)OC(=O)NC,True
90220-19-2,CCCP(=O)(OC)SC,True
31876-38-7,OC1=CC(=O)C1=O,True
1631-64-7,CNC(=O)ON=C1SCCS1,True
123252-99-3,CC(C)=CC(NC(=O)C1C(=O)C2SC(Cl)=CC=2S(=O)(=O)N1C)[N+]1C=CC=CC=1,True
111686-79-4,CC(CC1C=CC=CC=1)(NC(=O)CN)C1C=CC=CC=1,False
3385-03-3,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO,True
813-84-3,COP(=O)(OC)C(O)(C(F)F)C(F)F,True
102-27-2,CC1C=C(C=CC=1)NCC,False
104-27-8,CCC(=O)C=CC1C=CC(=CC=1)OC,False
12663-46-6,CCC1NC(=O)C2C(Cl)C(Cl)CN2C(=O)C(CO)NC(=O)CC(NC(=O)C(CO)NC1=O)C1C=CC=CC=1,True
4051-63-2,NC1C=CC(=C2C=1C(=O)C1C=CC=CC=1C2=O)C1=CC=C(N)C2=C1C(=O)C1=CC=CC=C1C2=O,False
455-14-1,NC1=CC=C(C=C1)C(F)(F)F,False
2667-40-5,CCSC(=COP(=O)(OCC)OCC)SCC,True
5836-29-3,OC1=C(C2CCCC3C=CC=CC=32)C(=O)OC2C=CC=CC=21,True
17334-68-8,CC1ON=C2C(=O)NN=C(C2=1)C1C=CC=CC=1,False
28548-09-6,OC1C2C3OC3C1C1C2C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,True
598-52-7,CNC(N)=S,True
36014-72-9,CN(C)S(=O)(=O)C1=C2N=C(NC2=C(Cl)C(Cl)=C1Cl)C(F)(F)F,True
32838-28-1,CC(CC(=O)NCC(CCCC)CC)OC(=O)CCC(O)=O,False
59375-61-0,CC1(C)SCSC1=NOC(=O)NC,True
12712-28-6,OCC(CCl)(CCl)CO,True
372-77-0,O=C(CF)OCCOC(=O)CF,True
26401-35-4,CC(C)CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCC(C)C,False
450-55-5,O=C(CF)NC1C=CC(=CC=1)C1C=CC=CC=1,True
125055-55-2,CC1=CC=CC2=NC=C(C(=O)N12)C(=O)NCCCCC,False
53615-23-9,FC(F)(F)C1NC2=CC(Br)=C(Cl)C(Br)=C2N=1,True
40618-52-8,COP(=S)(CC)OC(C)CC,True
17557-23-2,CC(C)(COCC1CO1)COCC1CO1,False
112143-77-8,CC1N=C(N=C(NC(=O)NS(=O)(=O)C2C=CC=CC=2Cl)N=1)OC,False
15536-01-3,COP(=O)(CC)OC1C=CC(=CC=1)[N+]([O-])=O,True
54266-83-0,CC(C)C1OCSC1=NOC(O)=NC,True
4947-89-1,NC(=S)NC1C=C(Cl)C=CC=1,True
4418-66-0,CC1=CC(Cl)=CC(SC2C=C(Cl)C=C(C)C=2O)=C1O,True
555-77-1,ClCCN(CCCl)CCCl,True
107187-05-3,CCCCCCOC1C=CC(=CC=1)NNC=O,False
58041-19-3,C1CSC(=C(O1)C1C=CC=CC=1)C1C=CC=CC=1,False
72739-69-6,COC1C=CC(=CC=1)C1OC2C=CC(=CC=2C(=O)C=1OC(C)C)C(O)=O,False
26523-78-4,CCCCCCCCCC1C=CC(=CC=1)OP(OC1C=CC(CCCCCCCCC)=CC=1)OC1C=CC(CCCCCCCCC)=CC=1,False
79-06-1,C=CC(N)=O,False
32222-06-3,CC(C)(O)CCCC(C)C1CCC2C(CCCC21C)=CC=C1CC(O)CC(O)C1=C,True
79-74-3,CC(C)(CC)C1C=C(O)C(=CC=1O)C(C)(C)CC,False
78-11-5,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,False
3896-11-5,CC1C=C(C(O)=C(C=1)N1N=C2C=C(Cl)C=CC2=N1)C(C)(C)C,False
1071-22-3,N#CCC[Si](Cl)(Cl)Cl,False
89427-15-6,FC1=CC(F)=C(F)C2NC(=NC1=2)C(F)(F)F,True
60559-98-0,CCC(C)(C)/N=C(\NC#N)/NC1=CN=CC=C1,True
42482-06-4,CCCCCC=CCC1CC(=O)OC1=O,False
62382-23-4,CN(SN1CCOCC1)C(=O)ON=CC(C)(C)SC,True
536-60-7,CC(C)C1C=CC(CO)=CC=1,False
121-44-8,CCN(CC)CC,False
6609-38-7,[O-][N+](=O)C1=CC(=C2N=C(NC2=C1)C(F)(F)F)[N+]([O-])=O,True
59375-71-2,CNC(=O)ON=C1SCCSC1C,True
63884-40-2,CC(C)NNCS(O)(=O)=O,False
990-73-8,CCC(=O)N(C1CCN(CCC2C=CC=CC=2)CC1)C1C=CC=CC=1,True
97755-90-3,ClCC[N+]1(CCCO1)CCCCCC[N+]1(CCCl)CCCO1,True
62666-20-0,N=C(O)CCCN=C(C1C=C(F)C=CC=1O)C1C=CC(Cl)=CC=1,False
591-50-4,IC1C=CC=CC=1,False
2315-02-8,CC1C(O)=C(C=C(C)C=1CC1NCCN=1)C(C)(C)C,True
64399-29-7,CN1C=C(C(=O)N2C(C)CCC=C12)C(=N)O,False
75980-60-8,CC1C=C(C)C=C(C)C=1C(=O)P(=O)(C1C=CC=CC=1)C1C=CC=CC=1,False
81250-17-1,CC1NC2=C(N=1)N(CC(C)C)C(=O)N(CC=C)C2=O,True
1050-48-2,CC[N+]1(CC(CC1)OC(=O)C(O)(C1C=CC=CC=1)C1C=CC=CC=1)CC,False
2514-52-5,O=C1C(Cl)=C(Cl)C(Cl)(Cl)C1(Cl)Cl,False
1943-27-7,CC1=NC2C=CC=CC=2C(=O)N1C1C=CC(Br)=CC=1,False
63917-40-8,CP1B(C)P(C)B(C)P(C)B1C,True
207574-76-3,CC1=C(NC(O)=O)C(C=CC1(NC(O)=O)C1C=C(C=CC=1)C1=CC=CC(=NC(=O)CN)C1C)=NC(=O)CN,False
54266-46-5,CN=C(O)ON=C1SCOC1C,True
4697-14-7,CC1(C)SC2C(NC(=O)C(C3=CSC=C3)C(O)=O)C(=O)N2C1C(O)=O,False
74051-80-2,CC(CC1CC(O)=C(C(=O)C1)C(CCC)=NOCC)SCC,False
2425-25-4,CCOC(=O)CSP(=O)(OCC)OCC,True
84-76-4,CCCCCCCCCOC(=O)C1C=CC=CC=1C(=O)OCCCCCCCCC,False
66508-37-0,ON(CCCP(O)(O)=O)C=O,False
78816-48-5,CCOC(=O)NC1C=C2C(CCC3=CC=CC=C3N2C(=O)CCN(CC)CC)=CC=1,False
51-28-5,[O-][N+](=O)C1C=C(C=CC=1O)[N+]([O-])=O,True
94876-55-8,CCOC1(CCN(CC1C)CCC1C=CC=CC=1)C1=CC=CO1,True
25606-41-1,CCCOC(=O)NCCCN(C)C,False
13076-17-0,CC1OC(=O)C(C)OC1=O,False
63938-21-6,COc1ccc2c(=O)c(C)c(C)oc2c1CN1CCOCC1,True
2917-19-3,CCC(C)C1=CC(OC(=O)NC)=C(Cl)C=C1,True
18637-00-8,[H]/N=C(\N)/C1=CC=CC=C1OCC,False
15180-03-7,"C=CC[N+]12CC(=CCO)C3CC1C1(CC2)C2C3=CN3C4C(=CN2C2C=CC=CC1=2)C1CC2C4(CC[N+]2(CC1=CCO)CC=C)C1C=CC=CC3=1 |c:23,t:19|",True
110-40-7,CCOC(=O)CCCCCCCCC(=O)OCC,False
64050-03-9,CC1C=CC(=CC=1OC(=O)NC)[N+](C)(C)C,True
1663-35-0,COCCOC=C,False
27311-52-0,NC1=CC(CC2C=C(N)C=CC=2O)=C(O)C=C1,True
3099-88-5,CC1C=CC=CC=1SP(=S)(CC)OCC,True
6926-73-4,CCOP(=S)(OCC)SSSP(=S)(OCC)OCC,False
1942-78-5,CC1C=C(C=CC=1Cl)SP(=S)(CC)OCC,True
1596-09-4,CC1=CC(C2CCCCC2)=C(O)C=C1,False
6358-37-8,CC(=O)C(N=NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(C=C1)N=NC(C(=O)NC1C=CC(C)=CC=1)C(C)=O)C(=O)NC1C=CC(C)=CC=1,False
950-37-8,COC1=NN(CSP(=S)(OC)OC)C(=O)S1,True
18787-40-1,CCCCCCCCC1=CC=C(C=C1)C(=O)CCN1CCCCC1,False
119-17-5,CC1CC(=O)N(N=1)C1=CC(=CC=C1)S(O)(=O)=O,False
51356-23-1,CC1=CC(=O)N(CSP(=O)(OCC)OCC)N=C1Cl,True
2082-81-7,CC(=C)C(=O)OCCCCOC(=O)C(C)=C,True
543-82-8,CC(C)CCCC(C)N,False
2104-96-3,COP(=S)(OC1=CC(Cl)=C(Br)C=C1Cl)OC,False
151-50-8,C#N,True
23327-57-3,CN1CC2C=CC=CC=2C(OCC1)C1C=CC=CC=1,False
679-36-7,CCOP(=O)(OCC)C(O)(C(F)F)C(F)F,True
32527-55-2,OCCN1CCN(CC1)C(=O)CN1C2=CC(Cl)=CC=C2SC1=O,False
74764-40-2,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,False
34465-46-8,ClC1=CC2OC3=C(C=C(Cl)C(Cl)=C3Cl)OC=2C(Cl)=C1Cl,True
23947-60-6,CC1N=C(NCC)N=C(O)C=1CCCC,False
4634-51-9,CCCN1C(=O)C2C(C3C=C(C2C3=C(C2C=CC=CN=2)C2C=CC=CC=2)C(O)(C2C=CC=CN=2)C2C=CC=CC=2)C1=O,True
104-92-7,COC1C=CC(Br)=CC=1,False
35044-59-8,CC1C=CCC(C)(C)C=1C(=O)OCC,False
140-01-2,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O,False
89426-94-8,FC1C2N=C(NC=2C=CC=1Cl)C(F)(F)F,True
765-63-9,FC1(F)OCC1(F)F,False
84-65-1,O=C1C2C=CC=CC=2C(=O)C2C=CC=CC1=2,False
2579-20-6,NCC1CC(CCC1)CN,False
7070-71-5,CNC(=O)OC1=CC=CC=C1C1OCC=CCO1,True
134-97-4,CCN1CN(CO)C(=O)N(C1)CO,False
7483-25-2,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCOCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,False
50-10-2,C[N+](CCOC(=O)C(O)(C1CCCCC1)C1C=CC=CC=1)(CC)CC,False
59227-89-3,CCCCCCCCCCCCN1CCCCCC1=O,False
1120-10-1,OC(=O)CCCCCCCCCl,False
89427-21-4,CC1C(Cl)=C(Br)C=C2NC(=NC2=1)C(F)(F)F,True
83805-11-2,CC12CCCC(=CC=C3CC(O)CC(O)C3=C)C1CCC2C(C)CCCC(O)(C(F)(F)F)C(F)(F)F,True
60244-60-2,COC1C(=O)N(C)N=CC=1OP(=S)(OCC)OCC,True
638-65-3,CCCCCCCCCCCCCCCCCC#N,False
541-02-6,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,False
75-64-9,CC(C)(C)N,True
78-52-4,CC(C)SCSP(=S)(OCC)OCC,True
123277-35-0,COC1C=CC(=CC=1)C(=O)OC1=C(C(=O)NC2C=CC=CN=2)N(C)S(=O)(=O)C2C=CSC=21,True
5137-55-3,C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,False
5124-30-1,O=C=NC1CCC(CC2CCC(CC2)N=C=O)CC1,False
1593-27-7,CCP(=S)(OC1C=CC(Cl)=CC=1Cl)OCC,True
5343-92-0,OCCCCCO,False
34014-18-1,CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C,False
24096-53-5,O=C1CCC(=O)N1C1C=C(Cl)C=C(Cl)C=1,False
88599-49-9,CC1=CC(=CC=C1)OC(=O)C1=CC=CC=C1OC(N)=O,False
50-47-5,CNCCCN1C2C=CC=CC=2CCC2C=CC=CC1=2,False
103628-48-4,CNS(=O)(=O)CC1C=C2C(=CC=1)NC=C2CCN(C)C,False
630-10-4,NC(N)=[Se],True
4104-14-7,[H]/N=C(\C)/NP(=S)(OC1=CC=C(Cl)C=C1)OC1=CC=C(Cl)C=C1,True
870-72-4,OCS(O)(=O)=O,False
51-42-3,CNCC(O)C1=CC(O)=C(O)C=C1,True
105-75-9,CCCCOC(=O)C=CC(=O)OCCCC,False
55242-55-2,CN1C2N=CN(CCC)C=2C(=O)N(CCCCC(C)=O)C1=O,False
74531-87-6,CCOC(=O)C(=O)NC1=NC(=CS1)C1C=CC=CC=1,False
52-85-7,CN(C)S(=O)(=O)C1C=CC(=CC=1)OP(=S)(OC)OC,True
63333-35-7,CN(C1C(Br)=CC(Br)=CC=1Br)C1C(=CC(=CC=1[N+]([O-])=O)[N+]([O-])=O)C(F)(F)F,True
2439-99-8,OC(=O)CN(CP(O)(O)=O)CP(O)(O)=O,False
97-95-0,CCC(CO)CC,False
10331-57-4,[O-][N+](=O)C1=CC(Cl)=CC(C2=CC(Cl)=CC(=C2O)[N+]([O-])=O)=C1O,True
2338-27-4,FC(F)(F)C1NC2=CC(Cl)=C(Cl)C(Cl)=C2N=1,True
501-53-1,O=C(Cl)OCC1C=CC=CC=1,False
41035-29-4,FC(F)(F)C1NC2C(N=1)=C(Br)C(Cl)=C(Cl)C=2Br,True
34148-01-1,OC(=O)C1CCC2C=C(C3CCCCC3)C(Cl)=CC=21,True
24880-45-3,CCC=CCC=CCC=CCC=CCC=CCCCCCC(O)=O,False
80-04-6,CC(C)(C1CCC(O)CC1)C1CCC(O)CC1,False
51356-06-0,CCOP(=S)(OCC)SCN1N=CC=CC1=O,True
90-41-5,NC1C=CC=CC=1C1C=CC=CC=1,False
104-50-7,CCCCC1CCC(=O)O1,False
1421-68-7,CNCC(O)C1=CC(=CC=C1)NS(C)(=O)=O,True
95-63-6,CC1=CC(C)=C(C)C=C1,False
152-02-3,C=CCN1CCC23CCCCC2C1CC1C=CC(O)=CC3=1,False
32887-01-7,CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(O)=O,False
125055-60-9,CC1=CC=CC2=NC=C(C(=O)N12)C(=O)NC(C)(C)CC,False
59375-53-0,CNC(=O)ON=C1SCCSC1(C)C,True
84-12-8,O=C1C2N=CC=CC=2C2C=CC=NC=2C1=O,True
422-56-0,FC(F)(F)C(F)(F)C(Cl)Cl,False
57966-95-7,CCNC(=O)NC(=O)C(C#N)=NOC,False
50816-18-7,CC(=O)OCCCCCCCCC=C,False
60676-84-8,COC1C=C(CC(C)N)C=C2OCOC2=1,False
115-26-4,CN(C)P(=O)(F)N(C)C,True
615-58-7,OC1=CC=C(Br)C=C1Br,True
4499-01-8,NC1=C2C(=C(C=C1S(O)(=O)=O)NC1=CC(NC3N=C(Cl)N=C(Cl)N=3)=C(C=C1)S(O)(=O)=O)C(=O)C1C=CC=CC=1C2=O,False
1186-09-0,CCSP(=O)(OCC)OCC,True
6320-14-5,CC1(C)/C(=C/C=C/C2=[N+](C)C3=CC=CC=C3C2(C)C)/N(C)C2=CC=CC=C12,True
58995-43-0,CCOP(C)(=S)OC1C=CC2=NC=CC=C2C=1,True
80-15-9,CC(C)(OO)C1C=CC=CC=1,False
1918-08-7,CC1C=C(C(=C(C=1)[N+]([O-])=O)N(CCC)CCC)[N+]([O-])=O,False
66839-99-4,OC1=CC=C(C=C1CN1CCCCC1)C1C=CC=CC=1,True
24353-61-5,COP(N)(=S)OC1C=CC=CC=1C(=O)OC(C)C,True
124-02-7,C=CCNCC=C,False
156-60-5,ClC=CCl,False
78-53-5,CCN(CCSP(=O)(OCC)OCC)CC,True
68955-20-4,CCCCCCCCCCCCCCCCCOS(O)(=O)=O,False
6587-45-7,CS(=O)C1C=CC(=CC=1)OP(=S)(CC)OCC,True
6223-35-4,CC1C=CC(=CC2C=1C(=CC=2C)S(O)(=O)=O)C(C)C,False
1893-33-0,NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1,False
75-59-2,C[N+](C)(C)C,True
152-16-9,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,True
3671-67-8,CC(C)(C)C1=CC2NC(=NC=2C=C1)C(F)(F)F,True
107-74-4,CC(CCO)CCCC(C)(C)O,False
64902-72-3,CC1N=C(N=C(NC(=O)NS(=O)(=O)C2C=CC=CC=2Cl)N=1)OC,False
2885-39-4,CC(=O)OC1(C)CC(C)C(=O)C(C1)C(O)CC1CC(=O)NC(=O)C1,True
67-30-1,OC1C(I)=CC(=CC=1I)OC1=C(I)C=C(CC(O)=O)C=C1I,True
2404-05-9,CSP(=O)(OCC)OCC,True
59375-67-6,CC1(C)SC(CS1)=NOC(=O)NC,True
144-49-0,OC(=O)CF,True
7682-32-8,FC(F)(F)C1NC2C=C(Br)C(Br)=C(Br)C=2N=1,True
71617-10-2,COC1=CC=C(C=CC(=O)OCCC(C)C)C=C1,False
89426-87-9,CCC1C=C2NC(=NC2=CC=1)C(F)(F)F,True
123199-94-0,CC1C=CC(=CC=1)S(=O)(=O)NC(=O)NC(=O)C(Cl)(Cl)Cl,False
9005-38-3,OC1OC(C(O)C(O)C1O)C(O)=O,False
17356-42-2,CCOP(=O)(OCC)SCSP(=S)(OCC)OCC,True
5633-25-0,CC(=O)OC(CC)C(CC(C)NC)(C1C=CC=CC=1)C1C=CC=CC=1,True
3070-16-4,CSC1C=CC(=CC=1)OP(=S)(OC)OC,True
128-53-0,CCN1C(=O)C=CC1=O,True
106358-91-2,CCC1OCCSC1=NOC(=O)NC,True
